Cuenca o Litoral,Grupo de especie,Formato,Especie,Nombre más común de la especie,Forma de presentación
Orinoquía,Peces,PezOseo,Myloplus schomburgkii,Gancho azul,Eviscerado fresco
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Entero
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Entero fresco
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Eviscerado
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Eviscerado congelado
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Eviscerado fresco
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Seco salado
Orinoquía,Peces,PezOseo,Mylossoma aureum,Palometa,Entero fresco
Orinoquía,Peces,PezOseo,Mylossoma aureum,Palometa,Eviscerado congelado
Orinoquía,Peces,PezOseo,Mylossoma aureum,Palometa,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Mylossoma aureum,Palometa,Eviscerado fresco
Orinoquía,Peces,PezOseo,Oxydoras niger,Sierra copora,Eviscerado fresco
Orinoquía,Peces,PezOseo,Oxydoras sifontesi,Sierra copora,Entero fresco
Orinoquía,Peces,PezOseo,Oxydoras sifontesi,Sierra copora,Eviscerado
Orinoquía,Peces,PezOseo,Oxydoras sifontesi,Sierra copora,Eviscerado congelado
Orinoquía,Peces,PezOseo,Oxydoras sifontesi,Sierra copora,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Oxydoras sifontesi,Sierra copora,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pachypops fourcroi,Burra,Entero fresco
Orinoquía,Peces,PezOseo,Pachypops fourcroi,Burra,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pachypops fourcroi,Burra,Eviscerado fresco
Orinoquía,Peces,PezOseo,Panaque nigrolineatus,Cucha real,Eviscerado
Orinoquía,Peces,PezOseo,Panaque nigrolineatus,Cucha real,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Panaque nigrolineatus,Cucha real,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Entero
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Entero fresco
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Eviscerado
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pellona flavipinnis,Arenca blanca,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pellona flavipinnis,Arenca blanca,Eviscerado fresco
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Descabezado
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Descabezado congelado
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Entero
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Entero fresco
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Eviscerado
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Eviscerado congelado
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Eviscerado fresco
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Seco salado
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Entero fresco
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Eviscerado
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Eviscerado congelado
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Eviscerado fresco
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Seco salado
Orinoquía,Peces,PezOseo,Pimelodina flavipinnis,Mollejón,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pimelodina flavipinnis,Mollejón,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pimelodus albofasciatus,Cuatro líneas,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pimelodus albofasciatus,Cuatro líneas,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Entero
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Entero fresco
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Eviscerado
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pimelodus ornatus,Guacamayo,Eviscerado
Orinoquía,Peces,PezOseo,Pimelodus ornatus,Guacamayo,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Entero
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Entero fresco
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Eviscerado
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Seco salado
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Entero
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Entero fresco
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Eviscerado
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Eviscerado congelado
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Eviscerado fresco
Orinoquía,Peces,PezOseo,Platydoras hancockii,Dora marbel,Entero fresco
Orinoquía,Peces,PezOseo,Platydoras hancockii,Dora marbel,Eviscerado fresco
Orinoquía,Peces,PezOseo,Platynematichthys notatus,Tigrito,Entero fresco
Orinoquía,Peces,PezOseo,Platynematichthys notatus,Tigrito,Eviscerado
Orinoquía,Peces,PezOseo,Platynematichthys notatus,Tigrito,Eviscerado congelado
Orinoquía,Peces,PezOseo,Platynematichthys notatus,Tigrito,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Platynematichthys notatus,Tigrito,Eviscerado fresco
Orinoquía,Peces,PezOseo,Platysilurus mucosus,Doncella,Entero
Orinoquía,Peces,PezOseo,Platysilurus mucosus,Doncella,Entero fresco
Orinoquía,Peces,PezOseo,Platysilurus mucosus,Doncella,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Platysilurus mucosus,Doncella,Eviscerado fresco
Orinoquía,Peces,PezOseo,Platystomatichthys sturio,Doncella,Eviscerado fresco
Orinoquía,Peces,PezOseo,Potamorhina altamazonica,Branquiña,Entero fresco
Orinoquía,Peces,PezOseo,Potamorhina altamazonica,Branquiña,Eviscerado
Orinoquía,Peces,PezOseo,Potamorhina altamazonica,Branquiña,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Potamorhina altamazonica,Branquiña,Eviscerado fresco
Orinoquía,Rayas,PezOseo,Potamotrygon schroederi,Raya guacamaya,Eviscerado fresco
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Entero
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Entero fresco
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Eviscerado
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Eviscerado congelado
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Eviscerado fresco
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Seco salado
Orinoquía,Peces,PezOseo,Pseudopimelodus sp. 3,Bagre sapo,Eviscerado
Orinoquía,Peces,PezOseo,Pseudopimelodus sp. 4,Barriga de sapo,Eviscerado
Orinoquía,Peces,PezOseo,Pseudopimelodus sp. 4,Barriga de sapo,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pseudopimelodus sp. 4,Barriga de sapo,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pseudopimelodus sp. 4,Barriga de sapo,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Descabezado
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Entero
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Entero fresco
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Eviscerado
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Seco salado
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Descabezado
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Entero fresco
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Eviscerado
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Seco salado
Orinoquía,Peces,PezOseo,Pseudorinelepis genibarbis,Cucha,Entero fresco
Orinoquía,Peces,PezOseo,Pseudorinelepis genibarbis,Cucha,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Entero
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Entero fresco
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Eviscerado
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pterygoplichthys gibbiceps,Cucha mariposa,Entero fresco
Orinoquía,Peces,PezOseo,Pterygoplichthys gibbiceps,Cucha mariposa,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pterygoplichthys gibbiceps,Cucha mariposa,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pterygoplichthys multiradiatus,Cascarrón,Entero fresco
Orinoquía,Peces,PezOseo,Pterygoplichthys multiradiatus,Cascarrón,Eviscerado
Orinoquía,Peces,PezOseo,Pterygoplichthys multiradiatus,Cascarrón,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pterygoplichthys multiradiatus,Cascarrón,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pterygoplichthys multiradiatus,Cascarrón,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Entero congelado
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Entero fresco
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Eviscerado
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Eviscerado fresco
Orinoquía,Peces,PezOseo,Pygocentrus sp.,Caribe negro,Entero fresco
Orinoquía,Peces,PezOseo,Pygocentrus sp.,Caribe negro,Eviscerado
Orinoquía,Peces,PezOseo,Pygocentrus sp.,Caribe negro,Eviscerado congelado
Orinoquía,Peces,PezOseo,Pygocentrus sp.,Caribe negro,Eviscerado fresco
Orinoquía,Peces,PezOseo,Rhamdia spp.,Liso,Entero fresco
Orinoquía,Peces,PezOseo,Rhamdia spp.,Liso,Eviscerado fresco
Orinoquía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Entero fresco
Orinoquía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Eviscerado fresco
Orinoquía,Peces,PezOseo,Salminus hilarii,Dorada,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Salminus hilarii,Dorada,Eviscerado fresco
Orinoquía,Peces,PezOseo,Satanoperca daemon,Juan viejo daemón,Entero fresco
Orinoquía,Peces,PezOseo,Satanoperca daemon,Juan viejo daemón,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Satanoperca daemon,Juan viejo daemón,Eviscerado fresco
Orinoquía,Peces,PezOseo,Schizodon scotorhabdotus,Platanote,Entero fresco
Orinoquía,Peces,PezOseo,Schizodon scotorhabdotus,Platanote,Eviscerado
Orinoquía,Peces,PezOseo,Schizodon scotorhabdotus,Platanote,Eviscerado congelado
Orinoquía,Peces,PezOseo,Schizodon scotorhabdotus,Platanote,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Schizodon scotorhabdotus,Platanote,Eviscerado fresco
Orinoquía,Peces,PezOseo,Semaprochilodus insignis,Yaraqui,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Semaprochilodus kneri,Yaraqui,Entero fresco
Orinoquía,Peces,PezOseo,Semaprochilodus kneri,Yaraqui,Eviscerado congelado
Orinoquía,Peces,PezOseo,Semaprochilodus kneri,Yaraqui,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Semaprochilodus kneri,Yaraqui,Eviscerado fresco
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Entero
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Entero fresco
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Eviscerado
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Eviscerado congelado
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Eviscerado fresco
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Seco salado
Orinoquía,Peces,PezOseo,Serrasalmus elongatus,Caribe blanco,Entero fresco
Orinoquía,Peces,PezOseo,Serrasalmus elongatus,Caribe blanco,Eviscerado fresco
Orinoquía,Peces,PezOseo,Serrasalmus irritans,Caribe blanco,Eviscerado fresco
Orinoquía,Peces,PezOseo,Serrasalmus rhombeus,Caribe negro,Entero fresco
Orinoquía,Peces,PezOseo,Serrasalmus rhombeus,Caribe negro,Eviscerado
Orinoquía,Peces,PezOseo,Serrasalmus rhombeus,Caribe negro,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Serrasalmus rhombeus,Caribe negro,Eviscerado fresco
Orinoquía,Peces,PezOseo,Serrasalmus spp.,Caribe blanco,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Serrasalmus spp.,Caribe blanco,Eviscerado fresco
Orinoquía,Peces,PezOseo,Sorubim lima,Blanquillo,Entero fresco
Orinoquía,Peces,PezOseo,Sorubim lima,Blanquillo,Eviscerado
Orinoquía,Peces,PezOseo,Sorubim lima,Blanquillo,Eviscerado congelado
Orinoquía,Peces,PezOseo,Sorubim lima,Blanquillo,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Sorubim lima,Blanquillo,Eviscerado fresco
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Descabezado
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Entero
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Entero fresco
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Eviscerado
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Eviscerado congelado
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Eviscerado fresco
Orinoquía,Peces,PezOseo,Sternopygus macrurus,Caloche,Entero fresco
Orinoquía,Peces,PezOseo,Trachelyopterus galeatus,Novia Misingo,Entero fresco
Orinoquía,Peces,PezOseo,Trachelyopterus galeatus,Novia Misingo,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Trachelyopterus galeatus,Novia Misingo,Eviscerado fresco
Orinoquía,Peces,PezOseo,Trachycorystes trachycorystes,Ballenita,Entero fresco
Orinoquía,Peces,PezOseo,Trachycorystes trachycorystes,Ballenita,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Trachycorystes trachycorystes,Ballenita,Eviscerado fresco
Orinoquía,Peces,PezOseo,Triportheus venezuelensis,Arenca,Entero
Orinoquía,Peces,PezOseo,Triportheus venezuelensis,Arenca,Entero fresco
Orinoquía,Peces,PezOseo,Triportheus venezuelensis,Arenca,Eviscerado fresco
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Descabezado
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Entero
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Entero fresco
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Eviscerado
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Eviscerado congelado
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Eviscerado enhielado
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Eviscerado fresco
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Seco salado
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Entero
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Entero enhielado
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Entero fresco
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Eviscerado
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Eviscerado enhielado
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Eviscerado fresco
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Salpreso
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Seco salado
Atrato,Peces,PezOseo,Anchovia clupeoides,Anchoa bocona,Entero
Atrato,Peces,PezOseo,Anchovia clupeoides,Anchoa bocona,Eviscerado
Atrato,Peces,PezOseo,Ancistrus centrolepis,Cucha guacuco,Entero fresco
Atrato,Peces,PezOseo,Astyanax atratoensis,Sardina lunareja,Entero fresco
Atrato,Peces,PezOseo,Astyanax fasciatus,Sardina rabicolorada,Entero fresco
Atrato,Peces,PezOseo,Bagre bagre,Bagre blanco,Entero
Atrato,Peces,PezOseo,Bagre bagre,Bagre blanco,Eviscerado
Atrato,Peces,PezOseo,Bagre filamentosus,Bagre bandera,Entero
Atrato,Peces,PezOseo,Bagre filamentosus,Bagre bandera,Eviscerado
Atrato,Peces,PezOseo,Bairdiella spp.,Corvineta,Entero
Atrato,Peces,PezOseo,Batrochoglanis transmontanus,Sapian,Entero fresco
Atrato,Peces,PezOseo,Brycon medemi,Sabaleta,Entero
Atrato,Peces,PezOseo,Brycon medemi,Sabaleta,Eviscerado
Atrato,Peces,PezOseo,Brycon moorei,Dorada,Entero
Atrato,Peces,PezOseo,Brycon moorei,Dorada,Entero enhielado
Atrato,Peces,PezOseo,Brycon moorei,Dorada,Entero fresco
Atrato,Peces,PezOseo,Brycon moorei,Dorada,Eviscerado enhielado
Atrato,Peces,PezOseo,Brycon moorei,Dorada,Eviscerado fresco
Atrato,Peces,PezOseo,Brycon oligolepis,Zabaleta de Castilla,Entero
Atrato,Peces,PezOseo,Brycon oligolepis,Zabaleta de Castilla,Entero fresco
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Entero
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Entero enhielado
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Entero fresco
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Eviscerado
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Eviscerado enhielado
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Eviscerado fresco
Atrato,Peces,PezOseo,Cathorops mapale,Chivo mapalé,Entero fresco
Atrato,Peces,PezOseo,Cathorops mapale,Chivo mapalé,Eviscerado enhielado
Atrato,Peces,PezOseo,Cathorops mapale,Chivo mapalé,Eviscerado fresco
Atrato,Peces,PezOseo,Centropomus ensiferus,Róbalo congo,Entero
Atrato,Peces,PezOseo,Centropomus ensiferus,Róbalo congo,Eviscerado
Atrato,Peces,PezOseo,Centropomus pectinatus,Róbalo baileta,Entero
Atrato,Peces,PezOseo,Centropomus pectinatus,Róbalo baileta,Eviscerado
Atrato,Peces,PezOseo,Centropomus undecimalis,Róbalo,Entero
Atrato,Peces,PezOseo,Centropomus undecimalis,Róbalo,Entero fresco
Atrato,Peces,PezOseo,Centropomus undecimalis,Róbalo,Eviscerado
Atrato,Peces,PezOseo,Centropomus undecimalis,Róbalo,Eviscerado enhielado
Atrato,Peces,PezOseo,Colossoma macropomum,Cachama negra,Entero
Atrato,Peces,PezOseo,Colossoma macropomum,Cachama negra,Entero fresco
Atrato,Peces,PezOseo,Colossoma macropomum,Cachama negra,Eviscerado
Atrato,Peces,PezOseo,Colossoma macropomum,Cachama negra,Eviscerado enhielado
Atrato,Peces,PezOseo,Colossoma macropomum,Cachama negra,Eviscerado fresco
Atrato,Peces,PezOseo,Crossoloricaria variegata,Zapatero sp,Entero enhielado
Atrato,Peces,PezOseo,Crossoloricaria variegata,Zapatero sp,Entero fresco
Atrato,Peces,PezOseo,Crossoloricaria variegata,Zapatero sp,Eviscerado enhielado
Atrato,Peces,PezOseo,Ctenolucius beani,Agujeta,Entero enhielado
Atrato,Peces,PezOseo,Ctenolucius beani,Agujeta,Entero fresco
Atrato,Peces,PezOseo,Ctenolucius beani,Agujeta,Eviscerado enhielado
Atrato,Peces,PezOseo,Ctenolucius beani,Agujeta,Eviscerado fresco
Atrato,Peces,PezOseo,Ctenolucius hujeta,Agujeta,Entero
Atrato,Peces,PezOseo,Ctenolucius hujeta,Agujeta,Eviscerado
Atrato,Peces,PezOseo,Cynopotamus atratoensis,Boquiancha,Entero
Atrato,Peces,PezOseo,Cynopotamus atratoensis,Boquiancha,Entero enhielado
Atrato,Peces,PezOseo,Cynopotamus atratoensis,Boquiancha,Entero fresco
Atrato,Peces,PezOseo,Cyphocharax magdalenae,Pincho,Entero
Atrato,Peces,PezOseo,Cyphocharax magdalenae,Pincho,Entero enhielado
Atrato,Peces,PezOseo,Cyphocharax magdalenae,Pincho,Eviscerado
Atrato,Peces,PezOseo,Cyphocharax magdalenae,Pincho,Eviscerado enhielado
Atrato,Peces,PezOseo,Dasyloricaria latuira,Guacuco,Entero
Atrato,Peces,PezOseo,Dasyloricaria latuira,Guacuco,Entero enhielado
Atrato,Peces,PezOseo,Dasyloricaria latuira,Guacuco,Entero fresco
Atrato,Peces,PezOseo,Dasyloricaria latuira,Guacuco,Eviscerado
Atrato,Peces,PezOseo,Dasyloricaria latuira,Guacuco,Eviscerado enhielado
Atrato,Peces,PezOseo,Dasyloricaria latuira,Guacuco,Eviscerado fresco
Atrato,Peces,PezOseo,Epinephelus itajara,Mero guasa,Entero
Atrato,Peces,PezOseo,Epinephelus itajara,Mero guasa,Eviscerado
Atrato,Peces,PezOseo,Eucinostomus melanopterus,Mojarra de ley,Entero
Atrato,Peces,PezOseo,Eucinostomus melanopterus,Mojarra de ley,Eviscerado
Atrato,Peces,PezOseo,Geophagus pellegrini,Mojarra copetona,Entero enhielado
Atrato,Peces,PezOseo,Geophagus pellegrini,Mojarra copetona,Entero fresco
Atrato,Peces,PezOseo,Geophagus pellegrini,Mojarra copetona,Eviscerado enhielado
Atrato,Peces,PezOseo,Geophagus pellegrini,Mojarra copetona,Eviscerado fresco
Atrato,Peces,PezOseo,Gilbertolus atratoensis,Arenca del Atrato,Entero enhielado
Atrato,Peces,PezOseo,Gilbertolus atratoensis,Arenca del Atrato,Entero fresco
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Entero
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Entero enhielado
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Entero fresco
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Eviscerado
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Eviscerado enhielado
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Eviscerado fresco
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Salpreso
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Seco salado
Atrato,Peces,PezOseo,Hypostomus holostictus,Guacuco,Entero
Atrato,Peces,PezOseo,Hypostomus holostictus,Guacuco,Eviscerado
Atrato,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Entero
Atrato,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Entero enhielado
Atrato,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Entero fresco
Atrato,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Eviscerado
Atrato,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Eviscerado enhielado
Atrato,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Eviscerado fresco
Atrato,Peces,PezOseo,Hypostomus wilsoni,Guacuco,Entero fresco
Atrato,Peces,PezOseo,Hypostomus wilsoni,Guacuco,Eviscerado enhielado
Atrato,Peces,PezOseo,Hypostomus wilsoni,Guacuco,Eviscerado fresco
Atrato,Peces,PezOseo,Joturus pichardi,Besote,Entero fresco
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Entero
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Entero enhielado
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Entero fresco
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Eviscerado
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Eviscerado enhielado
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Eviscerado fresco
Atrato,Peces,PezOseo,Leporinus striatus,Rollizo rayado,Entero fresco
Atrato,Peces,PezOseo,Leporinus striatus,Rollizo rayado,Eviscerado fresco
Atrato,Peces,PezOseo,Lutjanus analis,Pargo palmero,Entero
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Entero
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Entero enhielado
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Entero fresco
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Eviscerado
