Cuenca o Litoral,Grupo de especie,Formato,Especie,Nombre más común de la especie,Categoría comercial
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Pequeño
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Revuelto
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Varios tamaños
Orinoquía,Peces,PezOseo,Pterygoplichthys gibbiceps,Cucha mariposa,Pequeño
Orinoquía,Peces,PezOseo,Pterygoplichthys gibbiceps,Cucha mariposa,Revuelto
Orinoquía,Peces,PezOseo,Pterygoplichthys gibbiceps,Cucha mariposa,Varios tamaños
Orinoquía,Peces,PezOseo,Pterygoplichthys multiradiatus,Cascarrón,Grande
Orinoquía,Peces,PezOseo,Pterygoplichthys multiradiatus,Cascarrón,Mediano
Orinoquía,Peces,PezOseo,Pterygoplichthys multiradiatus,Cascarrón,Pequeño
Orinoquía,Peces,PezOseo,Pterygoplichthys multiradiatus,Cascarrón,Revuelto
Orinoquía,Peces,PezOseo,Pterygoplichthys multiradiatus,Cascarrón,Varios tamaños
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Grande
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Mediano
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Pequeño
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Revuelto
Orinoquía,Peces,PezOseo,Pygocentrus cariba,Caribe,Varios tamaños
Orinoquía,Peces,PezOseo,Pygocentrus sp.,Caribe negro,Grande
Orinoquía,Peces,PezOseo,Pygocentrus sp.,Caribe negro,Revuelto
Orinoquía,Peces,PezOseo,Rhamdia spp.,Liso,Pequeño
Orinoquía,Peces,PezOseo,Rhamdia spp.,Liso,Revuelto
Orinoquía,Peces,PezOseo,Rhamdia spp.,Liso,Varios tamaños
Orinoquía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Pequeño
Orinoquía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Revuelto
Orinoquía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Varios tamaños
Orinoquía,Peces,PezOseo,Salminus hilarii,Dorada,Revuelto
Orinoquía,Peces,PezOseo,Satanoperca daemon,Juan viejo daemón,Pequeño
Orinoquía,Peces,PezOseo,Satanoperca daemon,Juan viejo daemón,Revuelto
Orinoquía,Peces,PezOseo,Satanoperca daemon,Juan viejo daemón,Varios tamaños
Orinoquía,Peces,PezOseo,Schizodon scotorhabdotus,Platanote,Mediano
Orinoquía,Peces,PezOseo,Schizodon scotorhabdotus,Platanote,Pequeño
Orinoquía,Peces,PezOseo,Schizodon scotorhabdotus,Platanote,Revuelto
Orinoquía,Peces,PezOseo,Schizodon scotorhabdotus,Platanote,Varios tamaños
Orinoquía,Peces,PezOseo,Semaprochilodus insignis,Yaraqui,Varios tamaños
Orinoquía,Peces,PezOseo,Semaprochilodus kneri,Yaraqui,Grande
Orinoquía,Peces,PezOseo,Semaprochilodus kneri,Yaraqui,Mediano
Orinoquía,Peces,PezOseo,Semaprochilodus kneri,Yaraqui,Pequeño
Orinoquía,Peces,PezOseo,Semaprochilodus kneri,Yaraqui,Revuelto
Orinoquía,Peces,PezOseo,Semaprochilodus kneri,Yaraqui,Varios tamaños
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Grande
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Mediano
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Pequeño
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Revuelto
Orinoquía,Peces,PezOseo,Semaprochilodus laticeps,Sapuara,Varios tamaños
Orinoquía,Peces,PezOseo,Serrasalmus elongatus,Caribe blanco,Revuelto
Orinoquía,Peces,PezOseo,Serrasalmus irritans,Caribe blanco,Revuelto
Orinoquía,Peces,PezOseo,Serrasalmus rhombeus,Caribe negro,Grande
Orinoquía,Peces,PezOseo,Serrasalmus rhombeus,Caribe negro,Pequeño
Orinoquía,Peces,PezOseo,Serrasalmus rhombeus,Caribe negro,Revuelto
Orinoquía,Peces,PezOseo,Serrasalmus rhombeus,Caribe negro,Varios tamaños
Orinoquía,Peces,PezOseo,Serrasalmus spp.,Caribe blanco,Grande
Orinoquía,Peces,PezOseo,Serrasalmus spp.,Caribe blanco,Pequeño
Orinoquía,Peces,PezOseo,Serrasalmus spp.,Caribe blanco,Revuelto
Orinoquía,Peces,PezOseo,Serrasalmus spp.,Caribe blanco,Varios tamaños
Orinoquía,Peces,PezOseo,Sorubim lima,Blanquillo,Grande
Orinoquía,Peces,PezOseo,Sorubim lima,Blanquillo,Mediano
Orinoquía,Peces,PezOseo,Sorubim lima,Blanquillo,Pequeño
Orinoquía,Peces,PezOseo,Sorubim lima,Blanquillo,Revuelto
Orinoquía,Peces,PezOseo,Sorubim lima,Blanquillo,Varios tamaños
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Grande
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Mediano
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Pequeño
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Revuelto
Orinoquía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Varios tamaños
Orinoquía,Peces,PezOseo,Sternopygus macrurus,Caloche,Pequeño
Orinoquía,Peces,PezOseo,Trachelyopterus galeatus,Novia Misingo,Pequeño
Orinoquía,Peces,PezOseo,Trachelyopterus galeatus,Novia Misingo,Revuelto
Orinoquía,Peces,PezOseo,Trachelyopterus galeatus,Novia Misingo,Varios tamaños
Orinoquía,Peces,PezOseo,Trachycorystes trachycorystes,Ballenita,Pequeño
Orinoquía,Peces,PezOseo,Trachycorystes trachycorystes,Ballenita,Revuelto
Orinoquía,Peces,PezOseo,Trachycorystes trachycorystes,Ballenita,Varios tamaños
Orinoquía,Peces,PezOseo,Triportheus venezuelensis,Arenca,Pequeño
Orinoquía,Peces,PezOseo,Triportheus venezuelensis,Arenca,Revuelto
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Extragrande
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Grande
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Mediano
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Pequeño
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Pescado grueso
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Revuelto
Orinoquía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Varios tamaños
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Grande
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Mediano
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Pequeño
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Revuelto
Atrato,Peces,PezOseo,Ageneiosus pardalis,Doncella,Varios tamaños
Atrato,Peces,PezOseo,Anchovia clupeoides,Anchoa bocona,Mediano
Atrato,Peces,PezOseo,Anchovia clupeoides,Anchoa bocona,Pequeño
Atrato,Peces,PezOseo,Anchovia clupeoides,Anchoa bocona,Revuelto
Atrato,Peces,PezOseo,Ancistrus centrolepis,Cucha guacuco,Mediano
Atrato,Peces,PezOseo,Astyanax atratoensis,Sardina lunareja,Grande
Atrato,Peces,PezOseo,Astyanax atratoensis,Sardina lunareja,Revuelto
Atrato,Peces,PezOseo,Astyanax fasciatus,Sardina rabicolorada,Revuelto
Atrato,Peces,PezOseo,Bagre bagre,Bagre blanco,Grande
Atrato,Peces,PezOseo,Bagre bagre,Bagre blanco,Mediano
Atrato,Peces,PezOseo,Bagre bagre,Bagre blanco,Pequeño
Atrato,Peces,PezOseo,Bagre bagre,Bagre blanco,Revuelto
Atrato,Peces,PezOseo,Bagre filamentosus,Bagre bandera,Grande
Atrato,Peces,PezOseo,Bagre filamentosus,Bagre bandera,Mediano
Atrato,Peces,PezOseo,Bagre filamentosus,Bagre bandera,Pequeño
Atrato,Peces,PezOseo,Bagre filamentosus,Bagre bandera,Revuelto
Atrato,Peces,PezOseo,Bairdiella spp.,Corvineta,Pequeño
Atrato,Peces,PezOseo,Batrochoglanis transmontanus,Sapian,Pequeño
Atrato,Peces,PezOseo,Brycon medemi,Sabaleta,Mediano
Atrato,Peces,PezOseo,Brycon medemi,Sabaleta,Pequeño
Atrato,Peces,PezOseo,Brycon moorei,Dorada,Grande
Atrato,Peces,PezOseo,Brycon moorei,Dorada,Mediano
Atrato,Peces,PezOseo,Brycon moorei,Dorada,Pequeño
Atrato,Peces,PezOseo,Brycon moorei,Dorada,Revuelto
Atrato,Peces,PezOseo,Brycon moorei,Dorada,Varios tamaños
Atrato,Peces,PezOseo,Brycon oligolepis,Zabaleta de Castilla,Pequeño
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Grande
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Mediano
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Pequeño
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Revuelto
Atrato,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Varios tamaños
Atrato,Peces,PezOseo,Cathorops mapale,Chivo mapalé,Revuelto
Atrato,Peces,PezOseo,Centropomus ensiferus,Róbalo congo,Grande
Atrato,Peces,PezOseo,Centropomus ensiferus,Róbalo congo,Mediano
Atrato,Peces,PezOseo,Centropomus ensiferus,Róbalo congo,Pequeño
Atrato,Peces,PezOseo,Centropomus ensiferus,Róbalo congo,Revuelto
Atrato,Peces,PezOseo,Centropomus pectinatus,Róbalo baileta,Mediano
Atrato,Peces,PezOseo,Centropomus pectinatus,Róbalo baileta,Pequeño
Atrato,Peces,PezOseo,Centropomus pectinatus,Róbalo baileta,Revuelto
Atrato,Peces,PezOseo,Centropomus undecimalis,Róbalo,Grande
Atrato,Peces,PezOseo,Centropomus undecimalis,Róbalo,Mediano
Atrato,Peces,PezOseo,Centropomus undecimalis,Róbalo,Pequeño
Atrato,Peces,PezOseo,Centropomus undecimalis,Róbalo,Revuelto
Atrato,Peces,PezOseo,Colossoma macropomum,Cachama negra,Grande
Atrato,Peces,PezOseo,Colossoma macropomum,Cachama negra,Mediano
Atrato,Peces,PezOseo,Colossoma macropomum,Cachama negra,Pequeño
Atrato,Peces,PezOseo,Colossoma macropomum,Cachama negra,Revuelto
Atrato,Peces,PezOseo,Crossoloricaria variegata,Zapatero sp,Grande
Atrato,Peces,PezOseo,Crossoloricaria variegata,Zapatero sp,Mediano
Atrato,Peces,PezOseo,Crossoloricaria variegata,Zapatero sp,Pequeño
Atrato,Peces,PezOseo,Crossoloricaria variegata,Zapatero sp,Revuelto
Atrato,Peces,PezOseo,Ctenolucius beani,Agujeta,Grande
Atrato,Peces,PezOseo,Ctenolucius beani,Agujeta,Mediano
Atrato,Peces,PezOseo,Ctenolucius beani,Agujeta,Pequeño
Atrato,Peces,PezOseo,Ctenolucius beani,Agujeta,Revuelto
Atrato,Peces,PezOseo,Ctenolucius beani,Agujeta,Varios tamaños
Atrato,Peces,PezOseo,Ctenolucius hujeta,Agujeta,Grande
Atrato,Peces,PezOseo,Ctenolucius hujeta,Agujeta,Mediano
Atrato,Peces,PezOseo,Ctenolucius hujeta,Agujeta,Pequeño
Atrato,Peces,PezOseo,Cynopotamus atratoensis,Boquiancha,Grande
Atrato,Peces,PezOseo,Cynopotamus atratoensis,Boquiancha,Mediano
Atrato,Peces,PezOseo,Cynopotamus atratoensis,Boquiancha,Pequeño
Atrato,Peces,PezOseo,Cynopotamus atratoensis,Boquiancha,Revuelto
Atrato,Peces,PezOseo,Cyphocharax magdalenae,Pincho,Pequeño
Atrato,Peces,PezOseo,Cyphocharax magdalenae,Pincho,Revuelto
Atrato,Peces,PezOseo,Dasyloricaria latuira,Guacuco,Grande
Atrato,Peces,PezOseo,Dasyloricaria latuira,Guacuco,Mediano
Atrato,Peces,PezOseo,Dasyloricaria latuira,Guacuco,Pequeño
Atrato,Peces,PezOseo,Dasyloricaria latuira,Guacuco,Revuelto
Atrato,Peces,PezOseo,Epinephelus itajara,Mero guasa,Mediano
Atrato,Peces,PezOseo,Epinephelus itajara,Mero guasa,Pequeño
Atrato,Peces,PezOseo,Eucinostomus melanopterus,Mojarra de ley,Pequeño
Atrato,Peces,PezOseo,Eucinostomus melanopterus,Mojarra de ley,Revuelto
Atrato,Peces,PezOseo,Geophagus pellegrini,Mojarra copetona,Mediano
Atrato,Peces,PezOseo,Geophagus pellegrini,Mojarra copetona,Pequeño
Atrato,Peces,PezOseo,Geophagus pellegrini,Mojarra copetona,Revuelto
Atrato,Peces,PezOseo,Geophagus pellegrini,Mojarra copetona,Varios tamaños
Atrato,Peces,PezOseo,Gilbertolus atratoensis,Arenca del Atrato,Mediano
Atrato,Peces,PezOseo,Gilbertolus atratoensis,Arenca del Atrato,Pequeño
Atrato,Peces,PezOseo,Gilbertolus atratoensis,Arenca del Atrato,Revuelto
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Grande
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Mediano
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Pequeño
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Revuelto
Atrato,Peces,PezOseo,Hoplias malabaricus,Moncholo,Varios tamaños
Atrato,Peces,PezOseo,Hypostomus holostictus,Guacuco,Pequeño
Atrato,Peces,PezOseo,Hypostomus holostictus,Guacuco,Revuelto
Atrato,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Mediano
Atrato,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Pequeño
Atrato,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Revuelto
Atrato,Peces,PezOseo,Hypostomus wilsoni,Guacuco,Pequeño
Atrato,Peces,PezOseo,Hypostomus wilsoni,Guacuco,Revuelto
Atrato,Peces,PezOseo,Joturus pichardi,Besote,Grande
Atrato,Peces,PezOseo,Joturus pichardi,Besote,Mediano
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Grande
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Mediano
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Pequeño
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Revuelto
Atrato,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Varios tamaños
Atrato,Peces,PezOseo,Leporinus striatus,Rollizo rayado,Grande
Atrato,Peces,PezOseo,Leporinus striatus,Rollizo rayado,Mediano
Atrato,Peces,PezOseo,Leporinus striatus,Rollizo rayado,Pequeño
Atrato,Peces,PezOseo,Leporinus striatus,Rollizo rayado,Revuelto
Atrato,Peces,PezOseo,Lutjanus analis,Pargo palmero,Mediano
Atrato,Peces,PezOseo,Lutjanus analis,Pargo palmero,Pequeño
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Grande
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Mediano
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Pequeño
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Revuelto
Atrato,Peces,PezOseo,Megaleporinus muyscorum,Moino,Varios tamaños
Atrato,Peces,PezOseo,Megalops atlanticus,Sábalo,Grande
Atrato,Peces,PezOseo,Megalops atlanticus,Sábalo,Mediano
Atrato,Peces,PezOseo,Megalops atlanticus,Sábalo,Pequeño
Atrato,Peces,PezOseo,Megalops atlanticus,Sábalo,Revuelto
Atrato,Peces,PezOseo,Mesoheros atromaculatus,Pochoa,Grande
Atrato,Peces,PezOseo,Mesoheros atromaculatus,Pochoa,Mediano
Atrato,Peces,PezOseo,Mesoheros atromaculatus,Pochoa,Pequeño
Atrato,Peces,PezOseo,Mesoheros atromaculatus,Pochoa,Varios tamaños
Atrato,Peces,PezOseo,Micropogonias furnieri,Corvina rayada,Pequeño
Atrato,Peces,PezOseo,Micropogonias furnieri,Corvina rayada,Revuelto
Atrato,Peces,PezOseo,Mugil incilis,Lisa rayada,Grande
Atrato,Peces,PezOseo,Mugil incilis,Lisa rayada,Mediano
Atrato,Peces,PezOseo,Mugil incilis,Lisa rayada,Pequeño
Atrato,Peces,PezOseo,Mugil incilis,Lisa rayada,Revuelto
Atrato,Peces,PezOseo,Notarius bonillai,Bagre de rio,Grande
Atrato,Peces,PezOseo,Notarius bonillai,Bagre de rio,Mediano
Atrato,Peces,PezOseo,Notarius bonillai,Bagre de rio,Pequeño
Atrato,Peces,PezOseo,Notarius bonillai,Bagre de rio,Revuelto
Atrato,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Grande
Atrato,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Mediano
Atrato,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Pequeño
Atrato,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Revuelto
Atrato,Peces,PezOseo,Pimelodus punctatus,Charre,Grande
Atrato,Peces,PezOseo,Pimelodus punctatus,Charre,Mediano
Atrato,Peces,PezOseo,Pimelodus punctatus,Charre,Pequeño
Atrato,Peces,PezOseo,Pimelodus punctatus,Charre,Revuelto
Atrato,Peces,PezOseo,Pimelodus sp. 2,Gunguma,Grande
Atrato,Peces,PezOseo,Pimelodus sp. 2,Gunguma,Mediano
Atrato,Peces,PezOseo,Pimelodus sp. 2,Gunguma,Pequeño
Atrato,Peces,PezOseo,Pimelodus sp. 2,Gunguma,Revuelto
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Grande
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Mediano
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Pequeño
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Revuelto
Atrato,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Varios tamaños
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Grande
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Mediano
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Pequeño
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Revuelto
Atrato,Peces,PezOseo,Pseudocurimata lineopunctata,Jojorro,Varios tamaños
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Grande
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Mediano
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Pequeño
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Revuelto
Atrato,Peces,PezOseo,Pseudopimelodus sp. 1,Bagre sapo,Varios tamaños
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Grande
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Mediano
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Pequeño
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Revuelto
Atrato,Peces,PezOseo,Rhamdia guatemalensis,Guabina,Varios tamaños
Atrato,Peces,PezOseo,Rhonciscus crocro,Comegrano,Mediano
Atrato,Peces,PezOseo,Rhonciscus crocro,Comegrano,Pequeño
Atrato,Peces,PezOseo,Sciades proops,Chivo mozo,Mediano
Atrato,Peces,PezOseo,Sciades proops,Chivo mozo,Pequeño
Atrato,Peces,PezOseo,Sciades proops,Chivo mozo,Revuelto
Atrato,Peces,PezOseo,Selene vomer,"Caracaballo, jorobado de penacho",Pequeño
Atrato,Peces,PezOseo,Spatuloricaria atratoensis,Guacuco palo,Grande
Atrato,Peces,PezOseo,Spatuloricaria atratoensis,Guacuco palo,Mediano
Atrato,Peces,PezOseo,Spatuloricaria atratoensis,Guacuco palo,Revuelto
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Grande
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Mediano
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Pequeño
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Revuelto
Atrato,Peces,PezOseo,Sternopygus aequilabiatus,Mayupa,Varios tamaños
Atrato,Peces,PezOseo,Sturisomatichthys panamensis,"Palito pitero, Alcalde chuzo, Raspacanoa, Policía",Grande
Atrato,Peces,PezOseo,Sturisomatichthys panamensis,"Palito pitero, Alcalde chuzo, Raspacanoa, Policía",Mediano
Atrato,Peces,PezOseo,Sturisomatichthys panamensis,"Palito pitero, Alcalde chuzo, Raspacanoa, Policía",Pequeño
Atrato,Peces,PezOseo,Sturisomatichthys panamensis,"Palito pitero, Alcalde chuzo, Raspacanoa, Policía",Revuelto
Atrato,Peces,PezOseo,Sturisomatichthys tamanae,Guacuco,Mediano
Atrato,Peces,PezOseo,Sturisomatichthys tamanae,Guacuco,Pequeño
Atrato,Peces,PezOseo,Sturisomatichthys tamanae,Guacuco,Revuelto
Atrato,Peces,PezOseo,Trachelyopterus fisheri,Perico,Mediano
Atrato,Peces,PezOseo,Trachelyopterus fisheri,Perico,Pequeño
Atrato,Peces,PezOseo,Trachelyopterus fisheri,Perico,Revuelto
Atrato,Peces,PezOseo,Trachelyopterus fisheri,Perico,Varios tamaños
Magdalena,Peces,PezOseo,Ageneiosus pardalis,Doncella,Grande
Magdalena,Peces,PezOseo,Ageneiosus pardalis,Doncella,Mediano
Magdalena,Peces,PezOseo,Ageneiosus pardalis,Doncella,Pequeño
Magdalena,Peces,PezOseo,Ageneiosus pardalis,Doncella,Revuelto
Magdalena,Peces,PezOseo,Apteronotus magdalenensis,Boca de perro o mayupa,Revuelto
Magdalena,Peces,PezOseo,Astyanax magdalenae,Sardina,Revuelto
Magdalena,Peces,PezOseo,Brycon amazonicus,Sábalo,Revuelto
Magdalena,Peces,PezOseo,Brycon moorei,Dorada,Grande
Magdalena,Peces,PezOseo,Brycon moorei,Dorada,Pequeño
Magdalena,Peces,PezOseo,Brycon moorei,Dorada,Revuelto
Magdalena,Peces,PezOseo,Brycon rubricauda,Sábalo,Revuelto
Magdalena,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Pequeño
Magdalena,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Revuelto
Magdalena,Peces,PezOseo,Chaetostoma brevilabiatum,Cucha jetona,Revuelto
Magdalena,Peces,PezOseo,Chaetostoma milesi,Cucha pecosa,Revuelto
Magdalena,Peces,PezOseo,Chaetostoma spp.,Albina,Revuelto
Magdalena,Peces,PezOseo,Chaetostoma thomsoni,Corroncho rayado,Revuelto
Magdalena,Peces,PezOseo,Colossoma macropomum,Cachama negra,Grande
Magdalena,Peces,PezOseo,Colossoma macropomum,Cachama negra,Mediano
Magdalena,Peces,PezOseo,Colossoma macropomum,Cachama negra,Revuelto
Magdalena,Peces,PezOseo,Curimata mivartii,Vizcaína,Pequeño
Magdalena,Peces,PezOseo,Curimata mivartii,Vizcaína,Revuelto
Magdalena,Peces,PezOseo,Cynopotamus magdalenae,Chango,Grande
Magdalena,Peces,PezOseo,Cynopotamus magdalenae,Chango,Revuelto
Magdalena,Peces,PezOseo,Cyphocharax magdalenae,Pincho,Revuelto
Magdalena,Peces,PezOseo,Dasyloricaria filamentosa,Raspacanoa,Revuelto
Magdalena,Peces,PezOseo,Hoplias malabaricus,Moncholo,Grande
Magdalena,Peces,PezOseo,Hoplias malabaricus,Moncholo,Revuelto
Magdalena,Peces,PezOseo,Hypostomus hondae,Coroncoro Cucha,Revuelto
Magdalena,Peces,PezOseo,Hypostomus niceforoi,Hypostomo de piedra,Revuelto
Magdalena,Peces,PezOseo,Hypostomus sp. 1,Hypostomo,Revuelto
Magdalena,Peces,PezOseo,Hypostomus sp. 2,Coroncoro,Revuelto
Magdalena,Peces,PezOseo,Ichthyoelephas longirostris,Pataló,Revuelto
Magdalena,Peces,PezOseo,Isorineloricaria tenuicauda,Zapatero,Revuelto
Magdalena,Peces,PezOseo,Kronoheros umbrifer,Mojarra negra,Revuelto
Magdalena,Peces,PezOseo,Lasiancistrus caucanus,Boca manteca boca pelúa,Revuelto
Magdalena,Peces,PezOseo,Leporellus vittatus,Corunta,Revuelto
Magdalena,Peces,PezOseo,Megaleporinus muyscorum,Moino,Grande
Magdalena,Peces,PezOseo,Megaleporinus muyscorum,Moino,Mediano
Magdalena,Peces,PezOseo,Megaleporinus muyscorum,Moino,Pequeño
Magdalena,Peces,PezOseo,Megaleporinus muyscorum,Moino,Revuelto
Magdalena,Peces,PezOseo,Megalops atlanticus,Sábalo,Revuelto
Magdalena,Peces,PezOseo,Notarius bonillai,Bagre de rio,Revuelto
Magdalena,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Grande
Magdalena,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Mediano
Magdalena,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Pequeño
Magdalena,Peces,PezOseo,Oreochromis niloticus,Mojarra lora,Revuelto
Magdalena,Peces,PezOseo,Oreochromis spp.,"Mojarra roja, Tilapia",Revuelto
Magdalena,Peces,PezOseo,Panaque cochliodon,Coroncoro,Revuelto
Magdalena,Peces,PezOseo,Pangasianodon hypophthalmus,Basa,Revuelto
Magdalena,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Grande
Magdalena,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Mediano
Magdalena,Peces,PezOseo,Piaractus brachypomus,Cachama blanca,Revuelto
Magdalena,Peces,PezOseo,Pimelodus grosskopfii,Capaz,Grande
Magdalena,Peces,PezOseo,Pimelodus grosskopfii,Capaz,Mediano
Magdalena,Peces,PezOseo,Pimelodus grosskopfii,Capaz,Pequeño
Magdalena,Peces,PezOseo,Pimelodus grosskopfii,Capaz,Revuelto
Magdalena,Peces,PezOseo,Pimelodus yuma,Nicuro,Grande
Magdalena,Peces,PezOseo,Pimelodus yuma,Nicuro,Mediano
Magdalena,Peces,PezOseo,Pimelodus yuma,Nicuro,Pequeño
Magdalena,Peces,PezOseo,Pimelodus yuma,Nicuro,Revuelto
Magdalena,Peces,PezOseo,Plagioscion magdalenae,Pacora,Grande
Magdalena,Peces,PezOseo,Plagioscion magdalenae,Pacora,Mediano
Magdalena,Peces,PezOseo,Plagioscion magdalenae,Pacora,Pequeño
Magdalena,Peces,PezOseo,Plagioscion magdalenae,Pacora,Revuelto
Magdalena,Rayas,Tiburon/Raya,Potamotrygon magdalenae,Raya,Revuelto
Magdalena,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Extragrande
Magdalena,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Grande
Magdalena,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Mediano
Magdalena,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Pequeño
Magdalena,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Pescado especial
Magdalena,Peces,PezOseo,Prochilodus magdalenae,Bocachico,Revuelto
Magdalena,Peces,PezOseo,Pseudopimelodus atricaudus,Pejesapo,Revuelto
Magdalena,Peces,PezOseo,Pseudopimelodus magnus,Tucunare,Mediano
Magdalena,Peces,PezOseo,Pseudopimelodus magnus,Tucunare,Revuelto
Magdalena,Peces,PezOseo,Pseudoplatystoma magdaleniatum,Bagre rayado,Grande
Magdalena,Peces,PezOseo,Pseudoplatystoma magdaleniatum,Bagre rayado,Mediano
Magdalena,Peces,PezOseo,Pseudoplatystoma magdaleniatum,Bagre rayado,Pequeño
